what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1299784150603
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299784150603
java.specification.version,sysinfo,,,"1.6",1299784150603
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1299784150603
java.version,sysinfo,,,"1.6.0_20",1299784150603
java.vm.info,sysinfo,,,"mixed mode",1299784150603
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1299784150603
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1299784150603
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299784150603
java.vm.specification.version,sysinfo,,,"1.0",1299784150603
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1299784150603
java.vm.version,sysinfo,,,"19.0-b09",1299784150603
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1299784150799
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1299784150920
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1299784151051
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1299784151155
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1299784151171
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1299784151287
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1299784151290
error,log,,,"Could not instantiate provider org.eclipse.egit.core.GitProvider for project BiLab.",1299784151302
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1299784151326
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1299784151527
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1299784151613
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1299784151631
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1299784151660
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1299784151746
